Age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1 year coverage,14.4,1.4,0.4,0.1,0.1,54.2,2.3,1.8,0.3,0.2,59.3,2.5,2.4,0.4,0.3,65.7,2.8,3.2,0.7,0.4,69.5,3,3.5,0.7,0.5,73.2,2.7,3.4,0.5,0.4,75.2,2,2.3,0.3,0.2,76.9,1.6,1.5,0.2,0.2,10.9,0.5,0.2,0.1,0.1
2 years coverage,0,13.6,13.4,8.7,1.5,54.3,48.5,50.1,24.3,3.2,59.5,56.6,62.2,29.8,4,65.9,62.6,65,32.6,5,69.8,66.2,71.2,35.3,5.1,73.5,69.4,72.5,36.9,4.4,75.4,69.9,74,33.6,3.6,77.1,70.6,75.1,35,2.4,11.4,11.4,11.2,4.8,0.6
3 years coverage,0,0,13.4,18.3,8.3,54.6,48.6,50.1,51.9,24.8,60,56.7,62.3,59.9,31.4,66.6,62.7,65,65.9,34.2,70.5,66.4,71.3,72.1,37.5,74,69.6,72.5,72.9,36.3,76,70.1,74,76.4,33.7,77.4,70.7,75.1,75.8,37,12.3,11.8,11.3,11.6,4.7
4 years coverage,0,0,0,18.3,17.5,57.5,48.8,50.2,52,54.4,67.4,57.2,62.4,60,62.5,73.9,63.2,65.2,65.9,69.3,77.1,66.9,71.5,72.1,72.4,79.5,70,72.7,72.9,76.1,81.1,70.4,74.2,76.4,76.2,82.4,71,75.2,75.8,75.6,39.4,12.7,11.8,11.7,11.2
5 years coverage,0,0,0,0,17.5,60.6,51.6,50.5,52,54.4,74.7,64.6,62.7,60.1,62.5,80.1,70.2,65.6,66.1,69.4,82.9,73.7,71.9,72.3,72.4,85,75.6,73.1,73.1,76.2,86.6,76.4,74.6,76.5,76.3,87.5,76.3,75.5,75.9,75.6,70.8,38.8,12.8,12.1,11.3
6 years coverage,0,0,0,0,0,60.6,55,52.7,52.2,54.4,74.7,72.1,69.1,60.4,62.6,80.1,76.8,71.4,66.6,69.5,82.9,80.1,77.7,72.7,72.6,85,81.2,77.8,73.5,76.3,86.6,83.4,80.1,76.9,76.4,87.5,82.6,80.8,76.3,75.7,70.8,69.3,38,13.1,11.7
7 years coverage,0,0,0,0,0,0,55,56.5,54.4,54.7,74.7,72.1,75.7,66,63,80.2,76.8,78,72.7,69.9,82.9,80.1,83.7,78.2,73,85.1,81.3,82.9,78.5,76.6,86.6,83.4,86.6,81.7,76.7,87.5,82.6,87.1,81.6,76.1,70.9,69.3,65.7,35.4,12.5
8 years coverage,0,0,0,0,0,0,0,56.5,57.6,57.3,74.9,72.1,75.7,72.7,68.8,80.3,76.8,78,78.6,75.8,83.2,80.2,83.7,84.4,79.4,85.3,81.3,82.9,83.5,81.8,86.8,83.4,86.6,88.1,82.1,87.7,82.6,87.1,87.7,81.9,71.4,69.5,65.7,64.6,37
9 years coverage,0,0,0,0,0,0,0,0,57.6,60.5,76.3,72.3,75.8,72.7,75.1,82.9,77,78,78.6,81.9,85.8,80.6,83.8,84.5,85.6,88.5,81.8,83,83.5,87,89,83.8,86.7,88.1,88.4,90.3,83,87.2,87.7,87.5,78.2,70.1,65.9,64.8,64
10 years coverage,0,0,0,0,0,0,0,0,0,60.5,78,73.6,75.9,72.7,75.1,85.5,79.4,78.1,78.6,81.9,88.8,83.1,84,84.5,85.6,90.9,84.5,83.2,83.5,87,91.8,85.9,86.9,88.2,88.4,93.6,85.4,87.3,87.7,87.6,85.3,75.3,66.6,64.9,64.1
