Age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1 year coverage,12.5,2,1.1,0.3,0.1,49.6,2.8,1.9,0.4,0.2,55.4,3.2,2.2,0.4,0.3,62,3.4,2.5,0.5,0.4,65.7,3.5,3,0.5,0.4,69.2,3.3,2.5,0.4,0.4,71.5,2.5,2.1,0.3,0.3,72.7,2,1.4,0.2,0.2,9.8,0.8,0.5,0.1,0
2 years coverage,0,14.6,14.4,7.3,1.3,49.8,55,54.7,25.1,3,55.7,61.1,60.2,28.8,3.6,62.3,66.7,66.8,34,4.6,66,69.8,70.5,32.9,4.9,69.5,74.4,74.1,34.5,4.7,71.8,75.9,76.4,34.8,3.3,72.8,76.9,78.1,34.4,2.1,10.5,10.8,11.1,4.4,0.6
3 years coverage,0,0,14.4,13.4,7.2,50.2,55.1,54.7,48.2,27.8,56.4,61.3,60.2,56.2,33.9,63.1,66.9,66.8,62.5,36.3,66.7,70,70.6,66.2,39.3,70.3,74.5,74.2,69.6,42.3,72.4,76,76.4,70.3,39.7,73.2,77,78.1,71.3,39.5,11.6,11.5,11.2,11.5,4.8
4 years coverage,0,0,0,13.4,13.3,53.4,55.4,54.8,48.2,49.8,64.4,61.9,60.4,56.2,61.9,70.7,67.5,66.9,62.5,64.9,73.7,70.6,70.8,66.2,71.3,76.9,75.1,74.3,69.7,72.8,79.3,76.3,76.5,70.3,74.6,79,77.3,78.2,71.4,76,41.2,12.6,11.6,11.5,11.4
5 years coverage,0,0,0,0,13.3,57,57.8,55,48.3,49.8,73.5,68.4,60.9,56.3,61.9,78.6,74,67.4,62.7,65,81.2,76.8,71.3,66.4,71.4,84,80.5,74.7,69.8,72.8,85.5,81.5,76.9,70.5,74.6,86.8,81.9,78.4,71.4,76,78,44.3,12.5,11.9,11.5
6 years coverage,0,0,0,0,0,57,60.9,57.8,48.5,49.9,73.5,77.1,67.8,56.9,62.1,78.6,81.1,74.4,63.2,65.2,81.2,83.8,77.5,66.8,71.6,84.1,85.9,80,70.2,73,85.6,87.4,81.9,70.8,74.8,86.8,88,83.3,71.8,76.1,78,78.1,40,12.9,12
7 years coverage,0,0,0,0,0,0,60.9,60.8,51.2,50.2,73.6,77.1,74.9,64.2,62.3,78.6,81.1,80.5,70.2,65.6,81.3,83.8,83.2,73.7,72,84.1,85.9,85.4,75.8,73.3,85.6,87.4,87.2,76.9,75.2,86.9,88.1,88.4,77.2,76.4,78.1,78.1,71.9,39.4,13
8 years coverage,0,0,0,0,0,0,0,60.8,54.7,52.4,73.7,77.1,74.9,71.7,68.7,78.8,81.1,80.5,76.7,71.4,81.6,83.9,83.2,80.1,77.8,84.4,85.9,85.4,81.5,78.1,85.8,87.4,87.3,83.9,80.7,87,88.1,88.4,83.5,81.7,78.4,78.2,71.9,70.4,38.7
9 years coverage,0,0,0,0,0,0,0,0,54.7,56.1,74.8,77.3,74.9,71.7,75.3,81.3,81.2,80.5,76.7,77.9,84.4,84,83.2,80.1,83.8,86.9,86.1,85.4,81.5,83.2,88.2,87.6,87.3,83.9,87.3,89.4,88.2,88.5,83.5,88.2,83.5,78.6,72,70.4,66.9
10 years coverage,0,0,0,0,0,0,0,0,0,56.1,76.5,78.5,75,71.7,75.3,84.5,83.6,80.6,76.8,77.9,87.4,86.5,83.4,80.1,83.8,89.8,88.7,85.6,81.6,83.2,90.5,89.9,87.4,83.9,87.3,92.4,90.7,88.6,83.5,88.2,89.3,84.1,72.6,70.6,66.9
