Age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1 year coverage,18.4,1.6,0.3,0,0,52.2,3.4,1.1,0.2,0.1,59.8,4.6,1.7,0.4,0.2,65.5,5.2,2.2,0.5,0.3,71.5,5.6,2.2,0.5,0.3,71.9,5.5,2,0.4,0.2,75.1,4.1,1.4,0.2,0.1,74.4,2.6,1,0.2,0.1,11.3,0.6,0.2,0.1,0
2 years coverage,0,17.7,18,7.9,1,52.2,54.9,50.9,24.9,2.2,60,62.9,59.7,31.4,3.3,65.7,69.6,66.7,34.5,4.1,71.8,72.4,68.9,32.9,4.2,72.2,75.8,72.8,36.3,4.1,75.2,75.5,71.9,32.9,3.1,74.5,74.4,68.1,31.2,2.2,11.8,11,11.4,4.9,0.5
3 years coverage,0,0,18,17.6,6.8,52.5,55,50.9,49.9,24.4,60.4,63,59.7,59.2,28.3,66.4,69.7,66.8,66.5,32.4,72.4,72.5,68.9,66.4,32.8,72.8,76,72.8,73,33.5,75.8,75.7,71.9,71.9,33.1,74.8,74.4,68.2,66.5,29.8,12.8,11.4,11.4,11.7,3.9
4 years coverage,0,0,0,17.6,16.5,54.7,55.3,50.9,49.9,48.2,66.1,63.4,59.8,59.2,57.9,72.6,70.1,66.9,66.6,65.2,78,72.9,69.1,66.5,64.7,77.9,76.3,72.9,73,69.8,80.7,76,72,72,69.9,80.1,74.8,68.3,66.5,62.9,34.6,12.2,11.7,11.8,11
5 years coverage,0,0,0,0,16.5,58,57.9,51.2,49.9,48.2,72.9,69.2,60.2,59.3,57.9,78.6,76,67.5,66.7,65.2,84.3,79.3,69.8,66.7,64.8,82.9,81.4,73.4,73.1,69.8,87.1,81.3,72.5,72.1,69.9,86.2,80.5,68.8,66.7,63,63.1,36.1,12.6,12,11
6 years coverage,0,0,0,0,0,58,61.1,54,50.2,48.3,72.9,75.6,66.2,59.6,58,78.6,82.2,73.6,67.4,65.4,84.3,85.5,78.1,67.5,64.9,82.9,86.6,78.5,73.8,69.9,87.1,87.6,78.2,72.7,70,86.2,86.1,75.8,67.4,63.1,63.3,62.5,34.1,12.9,11.4
7 years coverage,0,0,0,0,0,0,61.1,57.4,52.8,48.6,72.9,75.6,72.4,65.1,58.3,78.6,82.2,81.4,73.4,65.9,84.4,85.5,84.2,75.2,65.5,83,86.6,85.7,78.3,70.4,87.2,87.6,87.4,77.7,70.4,86.2,86.1,83.1,72.7,63.9,63.4,62.5,61.7,32.5,12.3
8 years coverage,0,0,0,0,0,0,0,57.4,56.1,51.3,73,75.6,72.4,71.5,63.7,78.7,82.2,81.4,78.7,71.1,84.6,85.5,84.2,81.4,71.4,83.1,86.6,85.7,83.4,75.9,87.4,87.6,87.4,84.2,76.5,86.4,86.1,83.1,82,73.2,64.2,62.6,61.7,61.1,34.3
9 years coverage,0,0,0,0,0,0,0,0,56.1,54.8,74.2,75.7,72.5,71.5,70.3,80.9,82.3,81.4,78.7,77.5,86.7,85.6,84.3,81.4,80.5,85.6,86.7,85.8,83.4,81.6,89.4,87.7,87.5,84.2,83.6,89.1,86.2,83.2,82,81.4,71.1,63,61.9,61.2,60.4
10 years coverage,0,0,0,0,0,0,0,0,0,54.8,75.7,77.1,72.5,71.5,70.3,83.3,84.8,81.5,78.7,77.6,89.1,88,84.4,81.4,80.5,87.9,89.7,85.9,83.4,81.6,91.6,90.5,87.6,84.3,83.6,92.5,90.1,83.3,82.1,81.5,80.6,71.9,62.3,61.3,60.4
