Age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1 year coverage,15.9,0.9,0.2,0,0,45,2.1,0.8,0.1,0.1,57.7,3.5,1.3,0.3,0.2,65.1,4.3,1.7,0.4,0.2,64.9,4.4,1.7,0.3,0.2,69.8,4.2,1.6,0.3,0.2,67.1,3.1,1,0.2,0.1,59.6,1.7,0.7,0.1,0.1,10.8,0.5,0.1,0,0
2 years coverage,0,16.9,17.1,7.8,1.1,45.1,45.8,44.4,20.7,1.8,58,61.3,61.1,31.1,3.1,65.4,70.2,70.1,34.2,3.9,65.3,69,69.1,32.2,3.8,70.1,74.1,74.9,33.1,3.7,67.4,68,68.9,28.7,2.7,60,59.2,58.1,24.4,1.7,11.2,11.2,11,4.8,0.4
3 years coverage,0,0,17.1,16.3,8.1,45.2,45.9,44.4,43.5,20.2,58.2,61.4,61.1,57.4,26.9,66,70.3,70.2,66.6,31.1,66,69.2,69.1,65.6,32.9,70.8,74.3,75,71,36.8,68,68.1,69,67.5,33.8,60.8,59.3,58.1,57.5,26.4,11.9,11.4,11.1,11,4.5
4 years coverage,0,0,0,16.3,17.9,47.8,46,44.5,43.5,42.6,63.5,61.6,61.2,57.4,57.8,71.3,70.7,70.3,66.7,67.5,74,69.7,69.3,65.7,65.9,76.1,74.6,75.2,71.1,72,74.2,68.4,69.1,67.6,68.1,67.8,59.7,58.3,57.5,56.6,32.5,12.1,11.4,11.1,10.7
5 years coverage,0,0,0,0,17.9,51.6,49.7,44.6,43.6,42.6,69.3,68.2,61.5,57.5,57.8,77.6,77,70.7,66.9,67.5,80.2,79.2,69.8,65.9,66,81.3,81.3,75.5,71.3,72,81.5,76.4,69.5,67.7,68.1,77.5,68.7,58.7,57.7,56.6,56.3,37.7,12.1,11.3,10.7
6 years coverage,0,0,0,0,0,51.6,52.6,47.4,43.8,42.6,69.4,73.2,67.3,57.9,57.9,77.6,82.3,77.5,67.3,67.7,80.3,84.7,80.1,66.4,66.1,81.4,86.2,82.2,71.8,72.2,81.6,82.9,78,68.1,68.3,77.5,77.9,67.6,58,56.7,56.3,57.1,33.3,11.9,10.8
7 years coverage,0,0,0,0,0,0,52.6,51.4,49.5,43.5,69.4,73.3,72.2,64.5,59.4,77.7,82.4,82.4,75.5,69.8,80.4,84.7,85.6,75.3,68.4,81.6,86.3,87.4,79.5,74.2,81.8,83,84.8,77.8,70.4,77.7,78,77.6,68.9,58.7,56.6,57.2,52.8,29.9,13.5
8 years coverage,0,0,0,0,0,0,0,51.4,52.5,48.8,69.5,73.3,72.2,69,65.8,77.9,82.5,82.5,81.1,76.7,80.8,84.8,85.6,83.5,75.9,81.9,86.4,87.4,84.8,80.6,82,83.1,84.9,84.2,79.6,78.1,78.1,77.7,75.1,68.3,57.2,57.4,53,45.1,28.2
9 years coverage,0,0,0,0,0,0,0,0,52.5,53,69.6,73.3,72.3,69,69.2,78,82.5,82.5,81.1,80.3,80.9,84.8,85.6,83.5,81.8,82,86.4,87.5,84.8,83.8,82.2,83.1,84.9,84.3,83.8,78.3,78.2,77.7,75.1,72.4,57.4,57.4,53.2,45.2,37.3
10 years coverage,0,0,0,0,0,0,0,0,0,53,69.6,73.3,72.3,69,69.2,78,82.5,82.5,81.1,80.3,80.9,84.8,85.6,83.5,81.8,82,86.4,87.5,84.8,83.8,82.2,83.1,84.9,84.3,83.8,78.3,78.2,77.7,75.1,72.4,57.4,57.4,53.2,45.2,37.3
