Age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1 year coverage,12.8,0.3,0.2,0,0,52.8,1.3,1.2,0.1,0.1,58.7,2.1,1.6,0.1,0.1,64.3,2.1,2.2,0.2,0.2,67.2,2,2.6,0.2,0.2,72.1,2.2,2.5,0.2,0.2,73.9,1.3,1.8,0.1,0.1,75,1.1,1.4,0.1,0.1,9.8,0.1,0,0,0
2 years coverage,0,14.5,13.5,7.2,1.4,53,54.9,48.4,27.9,2.8,59,60.4,56.3,34,3.4,64.7,66.9,62.5,36.3,4.4,67.6,70.6,66.2,39.3,4.7,72.4,74,69.5,42.2,4.4,74.1,76.1,70,39.5,2.9,75.2,77.7,70.9,39.3,2.4,10.6,11.1,11.4,4.7,0.6
3 years coverage,0,0,13.5,13.3,8.7,53.3,54.9,48.4,50,24.2,59.7,60.5,56.4,62,29.7,65.5,67.1,62.5,64.9,32.6,68.4,70.8,66.2,71.3,35.3,73.2,74.2,69.5,72.6,36.9,74.7,76.3,70.1,74.3,33.7,75.6,77.8,71,75.5,35.2,11.8,11.5,11.4,11.3,4.9
4 years coverage,0,0,0,13.3,18.2,56.1,55.2,48.4,50,51.8,66.9,61,56.5,62.1,59.7,72.7,67.6,62.7,65,65.8,75.5,71.3,66.4,71.4,72.2,79.4,74.5,69.7,72.6,73,80.6,76.6,70.3,74.3,76.6,80.8,78,71.1,75.5,76.4,43.5,12.4,11.8,11.4,11.7
5 years coverage,0,0,0,0,18.2,59.5,58,48.7,50.1,51.8,76.2,68,57,62.2,59.8,80.2,74.5,63.2,65.2,65.9,83,77.5,66.8,71.5,72.2,85.2,79.8,70.1,72.8,73,86.7,81.6,70.6,74.5,76.7,87.3,82.9,71.4,75.6,76.4,77.3,39.7,12.8,11.9,11.8
6 years coverage,0,0,0,0,0,59.5,61,51.4,50.3,51.8,76.2,75.1,64.3,62.5,59.9,80.2,80.6,70.2,65.6,66.1,83.1,83.2,73.7,72,72.3,85.2,85.2,75.7,73.1,73.2,86.7,86.9,76.7,74.9,76.8,87.3,87.9,76.8,75.9,76.4,77.3,71.3,39.1,12.9,12.2
7 years coverage,0,0,0,0,0,0,61,54.9,52.6,52,76.2,75.1,71.8,68.9,60.2,80.3,80.6,76.7,71.4,66.5,83.1,83.2,80.1,77.8,72.8,85.2,85.3,81.4,77.9,73.6,86.8,87,83.6,80.3,77.1,87.3,88,83,81.3,76.8,77.4,71.4,69.8,38.3,13.2
8 years coverage,0,0,0,0,0,0,0,54.9,56.3,54.2,76.4,75.1,71.8,75.5,65.8,80.4,80.6,76.7,77.9,72.6,83.3,83.2,80.1,83.8,78.2,85.4,85.3,81.4,83,78.6,87,87,83.6,86.9,82,87.5,88,83,87.6,82.1,77.8,71.4,69.9,66.3,35.7
9 years coverage,0,0,0,0,0,0,0,0,56.3,57.5,77.7,75.2,71.9,75.5,72.4,83,80.8,76.8,77.9,78.5,86,83.5,80.1,83.8,84.5,88.3,85.5,81.5,83,83.6,89.5,87.1,83.6,86.9,88.4,90,88.1,83.1,87.7,88.3,83.3,72,70.1,66.3,65.1
10 years coverage,0,0,0,0,0,0,0,0,0,57.5,79.2,76.7,72,75.5,72.4,85.7,83.3,76.9,78,78.5,88.8,86,80.5,83.8,84.5,91,88.6,81.9,83.1,83.6,91.9,89.4,84,87,88.4,92.9,90.8,83.4,87.7,88.3,88.7,78.8,70.7,66.5,65.3
