Age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1 year coverage,18,1.1,0.3,0.1,0,50.6,2.6,1.1,0.2,0.1,58.8,3.5,1.6,0.4,0.2,65.7,4.3,2.1,0.4,0.4,67.6,4.7,2.3,0.5,0.3,71.5,4.6,2,0.4,0.2,70.8,3.4,1.5,0.3,0.1,66.8,2.5,1.2,0.1,0.1,11.1,0.5,0.1,0,0
2 years coverage,0,17.7,16.6,6.6,0.9,50.7,50.1,48.4,21,1.9,59,59.2,57.9,31,3.2,65.9,66.5,65.2,31.4,3.8,67.8,66.3,64.6,32.7,4,71.6,72.6,69.5,34,3.9,70.9,71.5,69.2,31.6,2.7,66.9,65.7,62.2,26.6,1.7,11.5,11.6,10.8,4.3,0.6
3 years coverage,0,0,16.6,16,8,51,50.1,48.4,45.2,21.9,59.4,59.3,57.9,58.4,30.2,66.7,66.7,65.3,65.8,34.9,68.7,66.6,64.6,65.8,34.6,72.3,72.7,69.5,71.1,36.6,71.5,71.6,69.3,68.4,35.4,67.5,65.9,62.2,60.7,28.9,12.4,11.8,10.8,11.1,5.1
4 years coverage,0,0,0,16,16.8,53.8,50.4,48.4,45.2,45.7,65.5,59.6,58,58.5,61.1,73,67.4,65.4,65.8,70.3,77.7,67.4,64.8,65.9,69.3,77.8,73.4,69.6,71.2,74.5,77.5,72.2,69.4,68.5,68.9,74.8,66.5,62.4,60.9,60.2,33.6,12.7,11.2,11.2,11.5
5 years coverage,0,0,0,0,16.8,57.2,53,48.7,45.3,45.7,71.8,65.1,58.3,58.6,61.1,81.1,73.3,65.9,66,70.3,83.9,75.1,65.4,66.1,69.4,85.2,77.9,70.1,71.3,74.6,86.7,77.1,69.7,68.6,68.9,82.2,71.8,63.1,61.1,60.3,60.7,32,12.1,11.5,11.6
6 years coverage,0,0,0,0,0,57.2,56.3,51.5,45.4,45.7,71.8,71.5,63.7,58.9,61.2,81.1,78.6,71.1,66.4,70.4,83.9,81.2,71.2,66.6,69.5,85.2,82.9,75.5,71.7,74.7,86.8,83.6,75.8,69,69,82.2,81,72.4,61.9,60.4,60.7,60.2,33.7,12.2,11.7
7 years coverage,0,0,0,0,0,0,56.3,55,48,45.9,71.9,71.5,70.3,64.1,61.5,81.1,78.6,77.6,71.5,70.7,84,81.2,80.4,74.4,70,85.2,83,81.2,76.9,75,86.8,83.6,82.8,75.2,69.3,82.2,81,80.5,69.1,60.8,60.9,60.2,59.3,33.3,12.4
8 years coverage,0,0,0,0,0,0,0,55,51.7,49.5,71.9,71.6,70.3,69.8,68,81.2,78.7,77.6,77.7,77.1,84.1,81.3,80.4,80.6,79.6,85.4,83,81.3,82.1,81.8,86.9,83.7,82.8,82.5,77.4,82.4,81.1,80.5,78.9,69.9,61.3,60.3,59.3,57.7,38.7
9 years coverage,0,0,0,0,0,0,0,0,51.7,52.4,73.2,71.6,70.3,69.8,73.1,83.7,78.8,77.6,77.7,82.4,87.4,81.5,80.4,80.6,85,89.2,83.2,81.3,82.1,86.8,90.3,83.9,82.8,82.5,84,87.3,81.3,80.5,78.9,79.3,70,60.7,59.4,57.7,58.7
10 years coverage,0,0,0,0,0,0,0,0,0,52.4,74.8,74,70.6,69.9,73.1,85.7,81.6,78.6,77.8,82.5,89.3,85.3,81.8,80.7,85.1,91.4,87,82.8,82.4,86.9,92.5,87.6,84.2,82.7,84.1,90.1,87,82.1,79.1,79.4,79.9,71.3,61.4,58,58.8
