Age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1 year coverage,13,1.6,0.4,0.1,0,47.5,2.8,1.2,0.2,0.1,59.2,3.4,1.6,0.4,0.2,62.4,4.3,2.3,0.5,0.3,69,4.6,2.4,0.5,0.3,68,4.1,1.9,0.4,0.2,70.5,3.2,1.3,0.2,0.1,72.4,2.5,1.1,0.1,0.1,10.8,0.6,0.2,0.1,0
2 years coverage,0,18.5,17.6,8.6,0.9,47.6,52.2,54.8,25.5,2.2,59.5,60.3,62.8,32.7,3.1,62.7,66.1,69.5,36.1,3.8,69.4,72.2,72.3,34.3,4.2,68.3,72.7,75.9,34.7,4.1,70.9,75.9,75.7,37.1,2.8,72.6,75.1,74.7,32.1,1.9,11.4,11.5,11.1,4.7,0.5
3 years coverage,0,0,17.6,18,7.8,47.9,52.3,54.8,50.7,24.8,59.8,60.4,62.8,59.7,31.4,63.4,66.3,69.5,66.7,34.5,70,72.4,72.3,68.9,32.9,68.8,72.9,75.9,72.9,36.3,71.5,76,75.7,72.1,33,73,75.1,74.7,68.5,31.3,12.5,11.9,11.1,11.4,4.9
4 years coverage,0,0,0,18,17.5,50.5,52.5,54.8,50.7,49.8,67.7,60.8,62.9,59.7,59.1,70.2,66.7,69.7,66.7,66.5,76.8,72.8,72.5,69,66.5,74.6,73.3,76.1,72.9,73.1,78,76.3,75.8,72.2,72.2,79.2,75.5,74.8,68.6,66.9,37.3,12.9,11.5,11.5,11.8
5 years coverage,0,0,0,0,17.5,54.9,54.7,55.1,50.8,49.8,74.8,66.4,63.3,59.8,59.1,77.2,72.8,70.1,66.8,66.6,83.2,78.3,72.9,69.1,66.5,80.1,78.2,76.4,73,73.2,85.6,81.1,76.2,72.3,72.3,86,80.7,75.2,68.7,66.9,64.7,34.8,12.2,11.8,11.9
6 years coverage,0,0,0,0,0,54.9,57.9,57.8,51.1,49.8,74.8,73.1,69.1,60.2,59.2,77.2,78.8,76,67.4,66.7,83.3,84.5,79.3,69.8,66.8,80.1,83.2,81.5,73.5,73.2,85.6,87.5,81.5,72.7,72.4,86,86.8,80.9,69.2,67.1,64.7,63.6,36.3,12.7,12.1
7 years coverage,0,0,0,0,0,0,57.9,60.9,53.8,50.1,74.8,73.1,75.5,66.2,59.5,77.3,78.8,82.1,73.5,67.4,83.3,84.6,85.4,78.2,67.5,80.2,83.2,86.7,78.6,73.9,85.7,87.5,87.8,78.5,73,86,86.8,86.5,76.3,67.7,64.9,63.7,62.9,34.4,13
8 years coverage,0,0,0,0,0,0,0,60.9,57.2,52.7,75,73.1,75.5,72.4,65,77.4,78.8,82.1,81.3,73.4,83.6,84.6,85.4,84.2,75.3,80.5,83.3,86.7,85.8,78.4,85.9,87.5,87.8,87.7,77.9,86.2,86.8,86.5,83.6,73.1,65.6,63.9,63,62.2,32.8
9 years coverage,0,0,0,0,0,0,0,0,57.2,55.9,76.3,73.2,75.5,72.4,71.4,79.8,78.9,82.2,81.3,78.7,85.9,84.8,85.5,84.3,81.4,83.1,83.4,86.8,85.8,83.5,88.4,87.7,87.8,87.8,84.5,89,86.9,86.5,83.6,82.5,74.7,64.7,63.1,62.2,61.7
10 years coverage,0,0,0,0,0,0,0,0,0,55.9,78.2,74.3,75.6,72.4,71.4,82.6,81,82.3,81.3,78.7,88.7,86.9,85.6,84.3,81.4,87.7,85.8,86.9,85.9,83.5,91,89.8,87.9,87.8,84.5,92.7,89.7,86.6,83.7,82.5,82.4,71.6,63.5,62.4,61.8
