Age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1 year coverage,16.5,1,0.2,0,0,48.1,2.4,0.8,0.2,0.1,57.2,3.7,1.4,0.3,0.3,64.2,4.7,1.9,0.5,0.3,63.7,4.6,2,0.4,0.3,68.4,4.4,2,0.3,0.1,68.2,3.4,1.2,0.2,0.1,61.3,2.3,0.8,0.1,0.1,10.6,0.5,0.2,0,0
2 years coverage,0,16,16.8,8.1,0.8,48.2,45.3,45.8,22.5,1.8,57.3,58.6,61.2,30.1,3.4,64.4,65.9,70.2,39,4.4,63.9,65.7,69.1,33.4,4.2,68.6,70.8,74.2,37.7,3.9,68.4,68,68.3,33.2,2.8,61.5,60.2,59.5,26.5,1.6,11,11,11.3,5.3,0.5
3 years coverage,0,0,16.8,17.1,7.8,48.5,45.3,45.8,44.4,20.7,57.7,58.7,61.3,61,31.1,65.2,66,70.3,70.1,34.2,64.8,65.9,69.1,69.2,32.2,69.3,70.9,74.3,75.2,33.2,68.9,68.1,68.3,69.2,28.8,62.2,60.4,59.5,58.4,24.5,11.9,11.3,11.3,11.2,4.8
4 years coverage,0,0,0,17.1,16.3,51.3,45.5,45.8,44.4,43.4,63.1,58.9,61.3,61.1,57.4,70.7,66.4,70.4,70.2,66.7,70.9,66.4,69.3,69.2,65.7,75.1,71.3,74.4,75.2,71.2,75.1,68.4,68.4,69.2,67.8,71.5,61.2,59.6,58.4,57.9,33.2,12,11.5,11.2,11.1
5 years coverage,0,0,0,0,16.3,54.9,48.1,46,44.4,43.4,69.8,64.1,61.6,61.2,57.4,77.3,71.5,70.7,70.3,66.7,80.1,74.2,69.8,69.4,65.8,80.8,76.5,74.7,75.4,71.3,82.1,74.6,68.7,69.3,67.8,79.6,68.3,60.1,58.6,57.9,58.3,32.8,12.2,11.5,11.2
6 years coverage,0,0,0,0,0,54.9,51.8,49.6,44.5,43.5,69.8,69.9,68.2,61.5,57.5,77.3,77.7,77,70.7,66.9,80.1,80.4,79.3,69.9,66,80.8,81.6,81.4,75.8,71.5,82.1,81.8,76.7,69.7,68,79.6,77.9,69.1,59,58,58.3,56.7,38,12.3,11.4
7 years coverage,0,0,0,0,0,0,51.8,52.5,47.3,43.7,69.8,69.9,73.2,67.2,57.8,77.3,77.7,82.4,77.5,67.4,80.2,80.4,84.8,80.2,66.5,80.9,81.7,86.4,82.5,71.9,82.2,81.9,83.2,78.3,68.4,79.7,78,78.3,68,58.4,58.5,56.8,57.5,33.7,12
8 years coverage,0,0,0,0,0,0,0,52.5,51.4,49.4,70.1,69.9,73.2,72.1,64.4,78.3,77.8,82.4,82.4,75.6,81.6,80.6,84.8,85.7,75.4,82.4,81.9,86.5,87.7,79.7,83.6,82,83.3,85.2,78.1,81.2,78.2,78.4,78.1,69.3,60.4,57.1,57.6,53.3,30.2
9 years coverage,0,0,0,0,0,0,0,0,51.4,52.4,72.3,70,73.3,72.2,69,80.9,78,82.5,82.5,81.1,84.7,80.9,84.9,85.7,83.6,85.4,82.1,86.6,87.7,85,86.6,82.3,83.4,85.2,84.5,86,78.6,78.6,78.1,75.5,69.8,57.6,57.8,53.5,45.6
10 years coverage,0,0,0,0,0,0,0,0,0,52.4,74,70.1,73.3,72.2,69,82.3,78.2,82.5,82.5,81.2,86.4,81,84.9,85.7,83.6,87.3,82.2,86.6,87.8,85.1,88.1,82.5,83.4,85.2,84.6,88.4,78.8,78.6,78.1,75.6,73.8,57.9,57.9,53.8,45.6
